Name,Year,Genre,Run_time,Rating,Meta_score,Director_cast,Votes,Vote_gross
Efter brylluppet,(2006),"
Drama            ",120 min,"

7.7
",78        ,"
    Director:
Susanne Bier
| 
    Stars:
Mads Mikkelsen, 
Sidse Babett Knudsen, 
Rolf Lassgård, 
Neeral Mulchandani
","32,582","
Votes:
32,582
| Gross:
$0.41M
"
The Last King of Scotland,(2006),"
Biography, Drama, History            ",123 min,"

7.7
",74        ,"
    Director:
Kevin Macdonald
| 
    Stars:
James McAvoy, 
Forest Whitaker, 
Gillian Anderson, 
Kerry Washington
","176,892","
Votes:
176,892
| Gross:
$17.61M
"
Zodiac,(2007),"
Crime, Drama, Mystery            ",157 min,"

7.7
",78        ,"
    Director:
David Fincher
| 
    Stars:
Jake Gyllenhaal, 
Robert Downey Jr., 
Mark Ruffalo, 
Anthony Edwards
","476,125","
Votes:
476,125
| Gross:
$33.08M
"
Lucky Number Slevin,(2006),"
Crime, Drama, Thriller            ",110 min,"

7.7
",,"
    Director:
Paul McGuigan
| 
    Stars:
Josh Hartnett, 
Ben Kingsley, 
Morgan Freeman, 
Lucy Liu
","301,032","
Votes:
301,032
| Gross:
$22.49M
"
Joyeux Noël,(2005),"
Drama, History, Music            ",116 min,"

7.7
",70        ,"
    Director:
Christian Carion
| 
    Stars:
Diane Kruger, 
Benno Fürmann, 
Guillaume Canet, 
Natalie Dessay
","28,181","
Votes:
28,181
| Gross:
$1.05M
"
Control,(2007),"
Biography, Drama, Music            ",122 min,"

7.7
",78        ,"
    Director:
Anton Corbijn
| 
    Stars:
Sam Riley, 
Samantha Morton, 
Craig Parkinson, 
Alexandra Maria Lara
","62,067","
Votes:
62,067
| Gross:
$0.87M
"
Tangled,(2010),"
Animation, Adventure, Comedy            ",100 min,"

7.7
",71        ,"
    Directors:
Nathan Greno, 
Byron Howard
| 
    Stars:
Mandy Moore, 
Zachary Levi, 
Donna Murphy, 
Ron Perlman
","410,920","
Votes:
410,920
| Gross:
$200.82M
"
Zwartboek,(2006),"
Drama, Thriller, War            ",145 min,"

7.7
",71        ,"
    Director:
Paul Verhoeven
| 
    Stars:
Carice van Houten, 
Sebastian Koch, 
Thom Hoffman, 
Halina Reijn
","73,155","
Votes:
73,155
| Gross:
$4.40M
"
Brokeback Mountain,(2005),"
Drama, Romance            ",134 min,"

7.7
",87        ,"
    Director:
Ang Lee
| 
    Stars:
Jake Gyllenhaal, 
Heath Ledger, 
Michelle Williams, 
Randy Quaid
","326,908","
Votes:
326,908
| Gross:
$83.04M
"
3:10 to Yuma,(2007),"
Action, Crime, Drama            ",122 min,"

7.7
",76        ,"
    Director:
James Mangold
| 
    Stars:
Russell Crowe, 
Christian Bale, 
Ben Foster, 
Logan Lerman
","292,008","
Votes:
292,008
| Gross:
$53.61M
"
Crash,(I) (2004),"
Crime, Drama, Thriller            ",112 min,"

7.7
",66        ,"
    Director:
Paul Haggis
| 
    Stars:
Don Cheadle, 
Sandra Bullock, 
Thandiwe Newton, 
Karina Arroyave
","422,061","
Votes:
422,061
| Gross:
$54.58M
"
Kung fu,(2004),"
Action, Comedy, Fantasy            ",99 min,"

7.7
",78        ,"
    Director:
Stephen Chow
| 
    Stars:
Stephen Chow, 
Wah Yuen, 
Qiu Yuen, 
Siu-Lung Leung
","128,712","
Votes:
128,712
| Gross:
$17.11M
"
The Bourne Supremacy,(2004),"
Action, Mystery, Thriller            ",108 min,"

7.7
",73        ,"
    Director:
Paul Greengrass
| 
    Stars:
Matt Damon, 
Franka Potente, 
Joan Allen, 
Brian Cox
","438,338","
Votes:
438,338
| Gross:
$176.24M
"
The Machinist,(2004),"
Drama, Thriller            ",101 min,"

7.7
",61        ,"
    Director:
Brad Anderson
| 
    Stars:
Christian Bale, 
Jennifer Jason Leigh, 
Aitana Sánchez-Gijón, 
John Sharian
","362,236","
Votes:
362,236
| Gross:
$1.08M
"
Ray,(I) (2004),"
Biography, Drama, Music            ",152 min,"

7.7
",73        ,"
    Director:
Taylor Hackford
| 
    Stars:
Jamie Foxx, 
Regina King, 
Kerry Washington, 
Clifton Powell
","139,751","
Votes:
139,751
| Gross:
$75.33M
"
Lost in Translation,(2003),"
Comedy, Drama            ",102 min,"

7.7
",89        ,"
    Director:
Sofia Coppola
| 
    Stars:
Bill Murray, 
Scarlett Johansson, 
Giovanni Ribisi, 
Anna Faris
","420,787","
Votes:
420,787
| Gross:
$44.59M
"
Harry Potter and the Goblet of Fire,(2005),"
Adventure, Family, Fantasy            ",157 min,"

7.7
",81        ,"
    Director:
Mike Newell
| 
    Stars:
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Eric Sykes
","556,781","
Votes:
556,781
| Gross:
$290.01M
"
Man on Fire,(2004),"
Action, Crime, Drama            ",146 min,"

7.7
",,"
    Director:
Tony Scott
| 
    Stars:
Denzel Washington, 
Christopher Walken, 
Dakota Fanning, 
Radha Mitchell
","332,781","
Votes:
332,781
| Gross:
$77.91M
"
Coraline,(2009),"
Animation, Drama, Family            ",100 min,"

7.7
",80        ,"
    Director:
Henry Selick
| 
    Stars:
Dakota Fanning, 
Teri Hatcher, 
John Hodgman, 
Jennifer Saunders
","200,415","
Votes:
200,415
| Gross:
$75.29M
"
The Last Samurai,(2003),"
Action, Drama            ",154 min,"

7.7
",,"
    Director:
Edward Zwick
| 
    Stars:
Tom Cruise, 
Ken Watanabe, 
Billy Connolly, 
William Atherton
","403,962","
Votes:
403,962
| Gross:
$111.11M
"
The Magdalene Sisters,(2002),"
Drama            ",114 min,"

7.7
",83        ,"
    Director:
Peter Mullan
| 
    Stars:
Eileen Walsh, 
Dorothy Duffy, 
Nora-Jane Noone, 
Anne-Marie Duff
","26,121","
Votes:
26,121
| Gross:
$4.89M
"
Good Bye Lenin!,(2003),"
Comedy, Drama, Romance            ",121 min,"

7.7
",68        ,"
    Director:
Wolfgang Becker
| 
    Stars:
Daniel Brühl, 
Katrin Saß, 
Chulpan Khamatova, 
Florian Lukas
","139,157","
Votes:
139,157
| Gross:
$4.06M
"
In America,(2002),"
Drama            ",105 min,"

7.7
",76        ,"
    Director:
Jim Sheridan
| 
    Stars:
Paddy Considine, 
Samantha Morton, 
Djimon Hounsou, 
Sarah Bolger
","40,589","
Votes:
40,589
| Gross:
$15.54M
"
I Am Sam,(2001),"
Drama            ",132 min,"

7.7
",,"
    Director:
Jessie Nelson
| 
    Stars:
Sean Penn, 
Michelle Pfeiffer, 
Dakota Fanning, 
Dianne Wiest
","143,866","
Votes:
143,866
| Gross:
$40.31M
"
Adaptation.,(2002),"
Comedy, Drama            ",115 min,"

7.7
",83        ,"
    Director:
Spike Jonze
| 
    Stars:
Nicolas Cage, 
Meryl Streep, 
Chris Cooper, 
Tilda Swinton
","180,348","
Votes:
180,348
| Gross:
$22.25M
"
Black Hawk Down,(2001),"
Drama, History, War            ",144 min,"

7.7
",74        ,"
    Director:
Ridley Scott
| 
    Stars:
Josh Hartnett, 
Ewan McGregor, 
Tom Sizemore, 
Eric Bana
","367,614","
Votes:
367,614
| Gross:
$108.64M
"
Road to Perdition,(2002),"
Crime, Drama, Thriller            ",117 min,"

7.7
",72        ,"
    Director:
Sam Mendes
| 
    Stars:
Tom Hanks, 
Tyler Hoechlin, 
Rob Maxey, 
Liam Aiken
","249,514","
Votes:
249,514
| Gross:
$104.45M
"
Das Experiment,(2001),"
Drama, Thriller            ",120 min,"

7.7
",,"
    Director:
Oliver Hirschbiegel
| 
    Stars:
Moritz Bleibtreu, 
Christian Berkel, 
Oliver Stokowski, 
Wotan Wilke Möhring
","91,301","
Votes:
91,301
| Gross:
$0.14M
"
Billy Elliot,(2000),"
Drama, Music            ",110 min,"

7.7
",74        ,"
    Director:
Stephen Daldry
| 
    Stars:
Jamie Bell, 
Julie Walters, 
Jean Heywood, 
Jamie Draven
","127,885","
Votes:
127,885
| Gross:
$22.00M
"
Hedwig and the Angry Inch,(2001),"
Comedy, Drama, Music            ",95 min,"

7.7
",85        ,"
    Director:
John Cameron Mitchell
| 
    Stars:
John Cameron Mitchell, 
Miriam Shor, 
Stephen Trask, 
Theodore Liscinski
","32,185","
Votes:
32,185
| Gross:
$3.03M
"
Ocean's Eleven,(2001),"
Crime, Thriller            ",116 min,"

7.7
",74        ,"
    Director:
Steven Soderbergh
| 
    Stars:
George Clooney, 
Brad Pitt, 
Julia Roberts, 
Matt Damon
","522,728","
Votes:
522,728
| Gross:
$183.42M
"
Vampire Hunter D: Bloodlust,(2000),"
Animation, Action, Fantasy            ",103 min,"

7.7
",62        ,"
    Director:
Yoshiaki Kawajiri
| 
    Stars:
Andrew Philpot, 
John Rafter Lee, 
Pamela Adlon, 
Wendee Lee
","29,606","
Votes:
29,606
| Gross:
$0.15M
"
"O Brother, Where Art Thou?",(2000),"
Adventure, Comedy, Crime            ",107 min,"

7.7
",69        ,"
    Directors:
Joel Coen, 
Ethan Coen
| 
    Stars:
George Clooney, 
John Turturro, 
Tim Blake Nelson, 
John Goodman
","291,077","
Votes:
291,077
| Gross:
$45.51M
"
Interstate 60: Episodes of the Road,(2002),"
Adventure, Comedy, Drama            ",116 min,"

7.7
",,"
    Director:
Bob Gale
| 
    Stars:
James Marsden, 
Gary Oldman, 
Kurt Russell, 
Matthew Edison
","30,299","
Votes:
30,299
"
"South Park: Bigger, Longer & Uncut",(1999),"
Animation, Comedy, Fantasy            ",81 min,"

7.7
",73        ,"
    Director:
Trey Parker
| 
    Stars:
Trey Parker, 
Matt Stone, 
Mary Kay Bergman, 
Isaac Hayes
","193,244","
Votes:
193,244
| Gross:
$52.04M
"
Office Space,(1999),"
Comedy            ",89 min,"

7.7
",68        ,"
    Director:
Mike Judge
| 
    Stars:
Ron Livingston, 
Jennifer Aniston, 
David Herman, 
Ajay Naidu
","244,694","
Votes:
244,694
| Gross:
$10.82M
"
Happiness,(1998),"
Comedy, Drama            ",134 min,"

7.7
",81        ,"
    Director:
Todd Solondz
| 
    Stars:
Jane Adams, 
Jon Lovitz, 
Philip Seymour Hoffman, 
Dylan Baker
","66,935","
Votes:
66,935
| Gross:
$2.81M
"
Training Day,(2001),"
Crime, Drama, Thriller            ",122 min,"

7.7
",69        ,"
    Director:
Antoine Fuqua
| 
    Stars:
Denzel Washington, 
Ethan Hawke, 
Scott Glenn, 
Tom Berenger
","397,486","
Votes:
397,486
| Gross:
$76.63M
"
Rushmore,(1998),"
Comedy, Drama, Romance            ",93 min,"

7.7
",86        ,"
    Director:
Wes Anderson
| 
    Stars:
Jason Schwartzman, 
Bill Murray, 
Olivia Williams, 
Seymour Cassel
","171,649","
Votes:
171,649
| Gross:
$17.11M
"
Abre los ojos,(1997),"
Drama, Mystery, Sci-Fi            ",119 min,"

7.7
",,"
    Director:
Alejandro Amenábar
| 
    Stars:
Eduardo Noriega, 
Penélope Cruz, 
Chete Lera, 
Fele Martínez
","64,650","
Votes:
64,650
| Gross:
$0.37M
"
Being John Malkovich,(1999),"
Comedy, Drama, Fantasy            ",113 min,"

7.7
",90        ,"
    Director:
Spike Jonze
| 
    Stars:
John Cusack, 
Cameron Diaz, 
Catherine Keener, 
John Malkovich
","315,707","
Votes:
315,707
| Gross:
$22.86M
"
As Good as It Gets,(1997),"
Comedy, Drama, Romance            ",139 min,"

7.7
",67        ,"
    Director:
James L. Brooks
| 
    Stars:
Jack Nicholson, 
Helen Hunt, 
Greg Kinnear, 
Cuba Gooding Jr.
","278,556","
Votes:
278,556
| Gross:
$148.48M
"
The Fifth Element,(1997),"
Action, Adventure, Sci-Fi            ",126 min,"

7.7
",,"
    Director:
Luc Besson
| 
    Stars:
Bruce Willis, 
Milla Jovovich, 
Gary Oldman, 
Ian Holm
","438,437","
Votes:
438,437
| Gross:
$63.54M
"
Le dîner de cons,(1998),"
Comedy            ",80 min,"

7.7
",73        ,"
    Director:
Francis Veber
| 
    Stars:
Thierry Lhermitte, 
Jacques Villeret, 
Francis Huster, 
Daniel Prévost
","37,814","
Votes:
37,814
| Gross:
$4.07M
"
Donnie Brasco,(1997),"
Biography, Crime, Drama            ",127 min,"

7.7
",76        ,"
    Director:
Mike Newell
| 
    Stars:
Al Pacino, 
Johnny Depp, 
Michael Madsen, 
Bruno Kirby
","283,664","
Votes:
283,664
| Gross:
$41.91M
"
Shine,(1996),"
Biography, Drama, Music            ",105 min,"

7.7
",87        ,"
    Director:
Scott Hicks
| 
    Stars:
Geoffrey Rush, 
Armin Mueller-Stahl, 
Justin Braine, 
Sonia Todd
","51,727","
Votes:
51,727
| Gross:
$35.81M
"
Primal Fear,(1996),"
Crime, Drama, Mystery            ",129 min,"

7.7
",,"
    Director:
Gregory Hoblit
| 
    Stars:
Richard Gere, 
Laura Linney, 
Edward Norton, 
John Mahoney
","192,668","
Votes:
192,668
| Gross:
$56.12M
"
Hamlet,(1996),"
Drama            ",242 min,"

7.7
",,"
    Director:
Kenneth Branagh
| 
    Stars:
Kenneth Branagh, 
Julie Christie, 
Derek Jacobi, 
Kate Winslet
","36,216","
Votes:
36,216
| Gross:
$4.41M
"
A Little Princess,(1995),"
Drama, Family, Fantasy            ",97 min,"

7.7
",83        ,"
    Director:
Alfonso Cuarón
| 
    Stars:
Liesel Matthews, 
Eleanor Bron, 
Liam Cunningham, 
Rusty Schwimmer
","32,531","
Votes:
32,531
| Gross:
$10.02M
"
Do lok tin si,(1995),"
Comedy, Crime, Drama            ",99 min,"

7.7
",71        ,"
    Director:
Kar-Wai Wong
| 
    Stars:
Leon Lai, 
Michelle Reis, 
Takeshi Kaneshiro, 
Charlie Yeung
","27,756","
Votes:
27,756
"
Il postino,(1994),"
Biography, Comedy, Drama            ",108 min,"

7.7
",81        ,"
    Directors:
Michael Radford, 
Massimo Troisi
| 
    Stars:
Massimo Troisi, 
Philippe Noiret, 
Maria Grazia Cucinotta, 
Renato Scarpa
","34,080","
Votes:
34,080
| Gross:
$21.85M
"
Clerks,(1994),"
Comedy            ",92 min,"

7.7
",70        ,"
    Director:
Kevin Smith
| 
    Stars:
Brian O'Halloran, 
Jeff Anderson, 
Marilyn Ghigliotti, 
Lisa Spoonauer
","212,699","
Votes:
212,699
| Gross:
$3.15M
"
Short Cuts,(1993),"
Comedy, Drama            ",188 min,"

7.7
",79        ,"
    Director:
Robert Altman
| 
    Stars:
Andie MacDowell, 
Julianne Moore, 
Tim Robbins, 
Bruce Davison
","42,602","
Votes:
42,602
| Gross:
$6.11M
"
Philadelphia,(1993),"
Drama            ",125 min,"

7.7
",66        ,"
    Director:
Jonathan Demme
| 
    Stars:
Tom Hanks, 
Denzel Washington, 
Roberta Maxwell, 
Buzz Kilman
","226,826","
Votes:
226,826
| Gross:
$77.32M
"
The Muppet Christmas Carol,(1992),"
Comedy, Drama, Family            ",85 min,"

7.7
",64        ,"
    Director:
Brian Henson
| 
    Stars:
Michael Caine, 
Kermit the Frog, 
Dave Goelz, 
Miss Piggy
","50,688","
Votes:
50,688
| Gross:
$27.28M
"
Malcolm X,(1992),"
Biography, Drama, History            ",202 min,"

7.7
",73        ,"
    Director:
Spike Lee
| 
    Stars:
Denzel Washington, 
Angela Bassett, 
Delroy Lindo, 
Spike Lee
","87,375","
Votes:
87,375
| Gross:
$48.17M
"
The Last of the Mohicans,(1992),"
Action, Adventure, Drama            ",112 min,"

7.7
",76        ,"
    Director:
Michael Mann
| 
    Stars:
Daniel Day-Lewis, 
Madeleine Stowe, 
Russell Means, 
Eric Schweig
","153,129","
Votes:
153,129
| Gross:
$75.51M
"
Kurenai no buta,(1992),"
Animation, Adventure, Comedy            ",94 min,"

7.7
",83        ,"
    Director:
Hayao Miyazaki
| 
    Stars:
Shûichirô Moriyama, 
Tokiko Katô, 
Bunshi Katsura Vi, 
Tsunehiko Kamijô
","79,702","
Votes:
79,702
"
Glengarry Glen Ross,(1992),"
Crime, Drama, Mystery            ",100 min,"

7.7
",82        ,"
    Director:
James Foley
| 
    Stars:
Al Pacino, 
Jack Lemmon, 
Alec Baldwin, 
Alan Arkin
","96,873","
Votes:
96,873
| Gross:
$10.73M
"
A Few Good Men,(1992),"
Drama, Thriller            ",138 min,"

7.7
",62        ,"
    Director:
Rob Reiner
| 
    Stars:
Tom Cruise, 
Jack Nicholson, 
Demi Moore, 
Kevin Bacon
","238,493","
Votes:
238,493
| Gross:
$141.34M
"
Fried Green Tomatoes,(1991),"
Drama            ",130 min,"

7.7
",64        ,"
    Director:
Jon Avnet
| 
    Stars:
Kathy Bates, 
Jessica Tandy, 
Mary Stuart Masterson, 
Mary-Louise Parker
","67,781","
Votes:
67,781
| Gross:
$82.42M
"
Barton Fink,(1991),"
Comedy, Drama, Thriller            ",116 min,"

7.7
",69        ,"
    Directors:
Joel Coen, 
Ethan Coen
| 
    Stars:
John Turturro, 
John Goodman, 
Judy Davis, 
Michael Lerner
","114,348","
Votes:
114,348
| Gross:
$6.15M
"
Miller's Crossing,(1990),"
Crime, Drama, Thriller            ",115 min,"

7.7
",66        ,"
    Directors:
Joel Coen, 
Ethan Coen
| 
    Stars:
Gabriel Byrne, 
Albert Finney, 
John Turturro, 
Marcia Gay Harden
","127,038","
Votes:
127,038
| Gross:
$5.08M
"
Who Framed Roger Rabbit,(1988),"
Animation, Adventure, Comedy            ",104 min,"

7.7
",83        ,"
    Director:
Robert Zemeckis
| 
    Stars:
Bob Hoskins, 
Christopher Lloyd, 
Joanna Cassidy, 
Charles Fleischer
","183,889","
Votes:
183,889
| Gross:
$156.45M
"
Spoorloos,(1988),"
Mystery, Thriller            ",107 min,"

7.7
",,"
    Director:
George Sluizer
| 
    Stars:
Bernard-Pierre Donnadieu, 
Gene Bervoets, 
Johanna ter Steege, 
Gwen Eckhaus
","34,430","
Votes:
34,430
"
Withnail & I,(1987),"
Comedy, Drama            ",107 min,"

7.7
",84        ,"
    Director:
Bruce Robinson
| 
    Stars:
Richard E. Grant, 
Paul McGann, 
Richard Griffiths, 
Ralph Brown
","40,878","
Votes:
40,878
| Gross:
$1.54M
"
The Last Emperor,(1987),"
Biography, Drama, History            ",163 min,"

7.7
",76        ,"
    Director:
Bernardo Bertolucci
| 
    Stars:
John Lone, 
Joan Chen, 
Peter O'Toole, 
Ruocheng Ying
","95,744","
Votes:
95,744
| Gross:
$43.98M
"
Empire of the Sun,(1987),"
Action, Drama, History            ",153 min,"

7.7
",62        ,"
    Director:
Steven Spielberg
| 
    Stars:
Christian Bale, 
John Malkovich, 
Miranda Richardson, 
Nigel Havers
","117,191","
Votes:
117,191
| Gross:
$22.24M
"
Der Name der Rose,(1986),"
Crime, Drama, Mystery            ",130 min,"

7.7
",,"
    Director:
Jean-Jacques Annaud
| 
    Stars:
Sean Connery, 
Christian Slater, 
Helmut Qualtinger, 
Elya Baskin
","103,052","
Votes:
103,052
| Gross:
$7.15M
"
Blue Velvet,(1986),"
Drama, Mystery, Thriller            ",120 min,"

7.7
",76        ,"
    Director:
David Lynch
| 
    Stars:
Isabella Rossellini, 
Kyle MacLachlan, 
Dennis Hopper, 
Laura Dern
","183,640","
Votes:
183,640
| Gross:
$8.55M
"
The Purple Rose of Cairo,(1985),"
Comedy, Fantasy, Romance            ",82 min,"

7.7
",75        ,"
    Director:
Woody Allen
| 
    Stars:
Mia Farrow, 
Jeff Daniels, 
Danny Aiello, 
Irving Metzman
","47,592","
Votes:
47,592
| Gross:
$10.63M
"
After Hours,(I) (1985),"
Comedy, Crime, Drama            ",97 min,"

7.7
",90        ,"
    Director:
Martin Scorsese
| 
    Stars:
Griffin Dunne, 
Rosanna Arquette, 
Verna Bloom, 
Tommy Chong
","61,224","
Votes:
61,224
| Gross:
$10.60M
"
Zelig,(1983),"
Comedy            ",79 min,"

7.7
",,"
    Director:
Woody Allen
| 
    Stars:
Woody Allen, 
Mia Farrow, 
Patrick Horgan, 
John Buckwalter
","40,264","
Votes:
40,264
| Gross:
$11.80M
"
The Verdict,(1982),"
Drama            ",129 min,"

7.7
",77        ,"
    Director:
Sidney Lumet
| 
    Stars:
Paul Newman, 
Charlotte Rampling, 
Jack Warden, 
James Mason
","36,627","
Votes:
36,627
| Gross:
$54.00M
"
Star Trek II: The Wrath of Khan,(1982),"
Action, Adventure, Sci-Fi            ",113 min,"

7.7
",67        ,"
    Director:
Nicholas Meyer
| 
    Stars:
William Shatner, 
Leonard Nimoy, 
DeForest Kelley, 
James Doohan
","113,741","
Votes:
113,741
| Gross:
$78.91M
"
First Blood,(1982),"
Action, Adventure            ",93 min,"

7.7
",61        ,"
    Director:
Ted Kotcheff
| 
    Stars:
Sylvester Stallone, 
Brian Dennehy, 
Richard Crenna, 
Bill McKinney
","229,927","
Votes:
229,927
| Gross:
$47.21M
"
Ordinary People,(1980),"
Drama            ",124 min,"

7.7
",86        ,"
    Director:
Robert Redford
| 
    Stars:
Donald Sutherland, 
Mary Tyler Moore, 
Judd Hirsch, 
Timothy Hutton
","47,763","
Votes:
47,763
| Gross:
$54.80M
"
Airplane!,(1980),"
Comedy            ",88 min,"

7.7
",78        ,"
    Directors:
Jim Abrahams, 
David Zucker, 
Jerry Zucker
| 
    Stars:
Robert Hays, 
Julie Hagerty, 
Leslie Nielsen, 
Kareem Abdul-Jabbar
","217,570","
Votes:
217,570
| Gross:
$83.40M
"
Rupan sansei: Kariosutoro no shiro,(1979),"
Animation, Adventure, Family            ",100 min,"

7.7
",71        ,"
    Director:
Hayao Miyazaki
| 
    Stars:
Yasuo Yamada, 
Eiko Masuyama, 
Kiyoshi Kobayashi, 
Makio Inoue
","27,616","
Votes:
27,616
"
Halloween,(1978),"
Horror, Thriller            ",91 min,"

7.7
",87        ,"
    Director:
John Carpenter
| 
    Stars:
Donald Pleasence, 
Jamie Lee Curtis, 
Tony Moran, 
Nancy Kyes
","235,473","
Votes:
235,473
| Gross:
$47.00M
"
Le locataire,(1976),"
Drama, Thriller            ",126 min,"

7.7
",71        ,"
    Director:
Roman Polanski
| 
    Stars:
Roman Polanski, 
Isabelle Adjani, 
Melvyn Douglas, 
Jo Van Fleet
","40,545","
Votes:
40,545
| Gross:
$1.92M
"
Love and Death,(1975),"
Comedy, War            ",85 min,"

7.7
",89        ,"
    Director:
Woody Allen
| 
    Stars:
Woody Allen, 
Diane Keaton, 
Georges Adet, 
Frank Adu
","36,472","
Votes:
36,472
"
The Taking of Pelham One Two Three,(1974),"
Action, Crime, Thriller            ",104 min,"

7.7
",68        ,"
    Director:
Joseph Sargent
| 
    Stars:
Walter Matthau, 
Robert Shaw, 
Martin Balsam, 
Hector Elizondo
","27,093","
Votes:
27,093
| Gross:
$0.85M
"
Blazing Saddles,(1974),"
Comedy, Western            ",93 min,"

7.7
",73        ,"
    Director:
Mel Brooks
| 
    Stars:
Cleavon Little, 
Gene Wilder, 
Slim Pickens, 
Harvey Korman
","127,379","
Votes:
127,379
| Gross:
$119.50M
"
Serpico,(1973),"
Biography, Crime, Drama            ",130 min,"

7.7
",87        ,"
    Director:
Sidney Lumet
| 
    Stars:
Al Pacino, 
John Randolph, 
Jack Kehoe, 
Biff McGuire
","111,575","
Votes:
111,575
| Gross:
$29.80M
"
Enter the Dragon,(1973),"
Action, Crime, Drama            ",102 min,"

7.7
",83        ,"
    Director:
Robert Clouse
| 
    Stars:
Bruce Lee, 
John Saxon, 
Jim Kelly, 
Ahna Capri
","97,820","
Votes:
97,820
| Gross:
$25.00M
"
Deliverance,(1972),"
Adventure, Drama, Thriller            ",109 min,"

7.7
",80        ,"
    Director:
John Boorman
| 
    Stars:
Jon Voight, 
Burt Reynolds, 
Ned Beatty, 
Ronny Cox
","99,777","
Votes:
99,777
| Gross:
$7.06M
"
The French Connection,(1971),"
Action, Crime, Drama            ",104 min,"

7.7
",94        ,"
    Director:
William Friedkin
| 
    Stars:
Gene Hackman, 
Roy Scheider, 
Fernando Rey, 
Tony Lo Bianco
","111,705","
Votes:
111,705
| Gross:
$15.63M
"
Dirty Harry,(1971),"
Action, Crime, Thriller            ",102 min,"

7.7
",90        ,"
    Director:
Don Siegel
| 
    Stars:
Clint Eastwood, 
Andrew Robinson, 
Harry Guardino, 
Reni Santoni
","144,824","
Votes:
144,824
| Gross:
$35.90M
"
Where Eagles Dare,(1968),"
Action, Adventure, War            ",158 min,"

7.7
",63        ,"
    Director:
Brian G. Hutton
| 
    Stars:
Richard Burton, 
Clint Eastwood, 
Mary Ure, 
Patrick Wymark
","52,553","
Votes:
52,553
"
The Odd Couple,(1968),"
Comedy            ",105 min,"

7.7
",86        ,"
    Director:
Gene Saks
| 
    Stars:
Jack Lemmon, 
Walter Matthau, 
John Fiedler, 
Herb Edelman
","32,048","
Votes:
32,048
| Gross:
$44.53M
"
The Dirty Dozen,(1967),"
Action, Adventure, War            ",150 min,"

7.7
",73        ,"
    Director:
Robert Aldrich
| 
    Stars:
Lee Marvin, 
Ernest Borgnine, 
Charles Bronson, 
John Cassavetes
","67,802","
Votes:
67,802
| Gross:
$45.30M
"
Belle de jour,(1967),"
Drama, Romance            ",100 min,"

7.7
",,"
    Director:
Luis Buñuel
| 
    Stars:
Catherine Deneuve, 
Jean Sorel, 
Michel Piccoli, 
Geneviève Page
","40,882","
Votes:
40,882
| Gross:
$0.03M
"
A Man for All Seasons,(1966),"
Biography, Drama, History            ",120 min,"

7.7
",72        ,"
    Director:
Fred Zinnemann
| 
    Stars:
Paul Scofield, 
Wendy Hiller, 
Robert Shaw, 
Leo McKern
","31,870","
Votes:
31,870
| Gross:
$28.35M
"
Repulsion,(1965),"
Drama, Horror, Thriller            ",105 min,"

7.7
",91        ,"
    Director:
Roman Polanski
| 
    Stars:
Catherine Deneuve, 
Ian Hendry, 
John Fraser, 
Yvonne Furneaux
","49,468","
Votes:
49,468
"
Zulu,(1964),"
Drama, History, War            ",138 min,"

7.7
",77        ,"
    Director:
Cy Endfield
| 
    Stars:
Stanley Baker, 
Jack Hawkins, 
Ulla Jacobsson, 
James Booth
","36,463","
Votes:
36,463
"
Goldfinger,(1964),"
Action, Adventure, Thriller            ",110 min,"

7.7
",87        ,"
    Director:
Guy Hamilton
| 
    Stars:
Sean Connery, 
Gert Fröbe, 
Honor Blackman, 
Shirley Eaton
","175,898","
Votes:
175,898
| Gross:
$51.08M
"
The Birds,(1963),"
Drama, Horror, Mystery            ",119 min,"

7.7
",90        ,"
    Director:
Alfred Hitchcock
| 
    Stars:
Rod Taylor, 
Tippi Hedren, 
Jessica Tandy, 
Suzanne Pleshette
","173,631","
Votes:
173,631
| Gross:
$11.40M
"
Cape Fear,(1962),"
Drama, Thriller            ",106 min,"

7.7
",76        ,"
    Director:
J. Lee Thompson
| 
    Stars:
Gregory Peck, 
Robert Mitchum, 
Polly Bergen, 
Lori Martin
","26,734","
Votes:
26,734
"
Peeping Tom,(1960),"
Drama, Horror, Thriller            ",101 min,"

7.7
",,"
    Director:
Michael Powell
| 
    Stars:
Karlheinz Böhm, 
Anna Massey, 
Moira Shearer, 
Maxine Audley
","31,877","
Votes:
31,877
| Gross:
$0.08M
"
The Magnificent Seven,(1960),"
Action, Adventure, Western            ",128 min,"

7.7
",74        ,"
    Director:
John Sturges
| 
    Stars:
Yul Brynner, 
Steve McQueen, 
Charles Bronson, 
Eli Wallach
","88,579","
Votes:
88,579
| Gross:
$4.91M
"
Les yeux sans visage,(1960),"
Drama, Horror            ",90 min,"

7.7
",90        ,"
    Director:
Georges Franju
| 
    Stars:
Pierre Brasseur, 
Alida Valli, 
Juliette Mayniel, 
Alexandre Rignault
","28,148","
Votes:
28,148
| Gross:
$0.05M
"
Invasion of the Body Snatchers,(1956),"
Drama, Horror, Sci-Fi            ",80 min,"

7.7
",92        ,"
    Director:
Don Siegel
| 
    Stars:
Kevin McCarthy, 
Dana Wynter, 
Larry Gates, 
King Donovan
","45,405","
Votes:
45,405
"
